,name,author,year_birth,year_death,popularity,subjects_list,graph_size,central_graph_size,fluidity_total,fluidity_central,subjects_list_separated,category_community,similarity_community,graph_size_ratio,main_character_importance,second_character_importance,main_character,second_character
82,Oxford,Andrew Lang,1844,1912,25,['University of Oxford -- History'],260,55,636,1319,"['University of Oxford', 'History']",-1,17,0.21153846153846154,0.029359015152014632,0.028003415184829912,Wood,Anne
83,Prince Prigio,Andrew Lang,1844,1912,61,"[""Children\\'s stories"", 'Fairy tales']",49,6,192,505,"['Fairy tales', ""Children\\'s stories""]",4,21,0.12244897959183673,0.2084834953122895,0.097250543688615,Prigio,Alphonso
84,Prince Ricardo of Pantouflia,Andrew Lang,1844,1912,35,"[""Children\\'s stories"", 'Fairy tales']",71,4,230,576,"['Fairy tales', ""Children\\'s stories""]",4,21,0.056338028169014086,0.17657745318878615,0.1715785982319793,Ricardo,Dick
85,Rhymes a la Mode,Andrew Lang,1844,1912,22,['English poetry'],137,48,237,590,['English poetry'],50,17,0.35036496350364965,0.016732516729774403,0.01497938902072381,Apuleius,Braddon
86,"Shakespeare, Bacon and the Great Unknown",Andrew Lang,1844,1912,48,"['Bacon, Francis, 1561-1626 -- Authorship', 'Shakespeare, William, 1564-1616 -- Authorship -- Baconian theory']",395,22,1443,1964,"['Bacon, Francis, 1561-1626', 'Shakespeare, William, 1564-1616', 'Authorship', 'Baconian theory']",-1,21,0.05569620253164557,0.12602958666735853,0.07427167640737926,Shakespeare,Ben
87,Sir Walter Scott and the Border Minstrelsy,Andrew Lang,1844,1912,18,"['Ballads, Scots -- Scotland -- Scottish Borders -- History and criticism', 'Popular culture -- Scotland -- Scottish Borders', 'Scott, Walter, 1771-1832 -- Knowledge -- Literature', 'Scottish Borders (Scotland) -- In literature']",266,13,834,1427,"['Ballads, Scots', 'History and criticism', 'Knowledge', 'In literature', 'Scotland', 'Literature', 'Scottish Borders (Scotland)', 'Scott, Walter, 1771-1832', 'Popular culture', 'Scottish Borders']",-1,21,0.04887218045112782,0.13698417296483323,0.07537173736731653,Scott,Elliot
88,Tales of Troy and Greece,Andrew Lang,1844,1912,220,"['Mythology, Greek', 'Trojan War -- Literature and the war', 'Troy (Extinct city) -- Legends']",194,15,625,1263,"['Troy (Extinct city)', 'Trojan War', 'Literature and the war', 'Legends', 'Mythology, Greek']",-1,21,0.07731958762886598,0.13549133519570383,0.04338854630579397,Ulysses,Achilles
89,The Arabian Nights Entertainments,Andrew Lang,1844,1912,1798,"['Arabs -- Folklore', ""Children\\'s stories"", 'Fairy tales', 'Fairy tales -- Arab countries', 'Folklore -- Arab countries', 'Tales -- Arab countries']",83,18,194,560,"['Folklore', ""Children\\'s stories"", 'Tales', 'Arabs', 'Fairy tales', 'Arab countries']",4,17,0.21686746987951808,0.09821210922749117,0.04593868559320824,Noureddin,Saouy
90,The Blue Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",107,25,232,810,"['Fairy tales', 'Folklore']",4,17,0.2336448598130841,0.08918246779915846,0.030604173810428993,Prince,Whittington
91,The Book of Dreams and Ghosts,Andrew Lang,1844,1912,81,"['Dreams', 'Ghosts']",527,108,1256,2414,"['Ghosts', 'Dreams']",52,17,0.2049335863377609,0.02237878047192873,0.017582583332714716,Tyrone,Wesley
92,The Brown Fairy Book,Andrew Lang,1844,1912,98,['Fairy tales'],96,19,154,409,['Fairy tales'],4,17,0.19791666666666666,0.08567174261805212,0.04241977662802946,Almas,Jamila
93,The Clyde Mystery,Andrew Lang,1844,1912,40,['Archaeology'],114,18,349,792,['Archaeology'],63,21,0.15789473684210525,0.1668964911445641,0.03917413188479959,Munro,Donnelly
94,The Crimson Fairy Book,Andrew Lang,1844,1912,171,"['Fairy tales', 'Folklore']",95,23,162,666,"['Fairy tales', 'Folklore']",4,17,0.24210526315789474,0.06342069898538802,0.04667993557982377,Sigurd,Peter
95,The Disentanglers,Andrew Lang,1844,1912,16,"['Fiction', 'Short stories']",390,20,1005,1751,"['Short stories', 'Fiction']",27,21,0.05128205128205128,0.17852379465189103,0.055524265260375835,Merton,Macrae
96,The Gold Of Fairnilee,Andrew Lang,1844,1912,47,['Fairy tales'],45,3,143,468,['Fairy tales'],4,21,0.06666666666666667,0.3129744163793436,0.1659104850105745,Randal,Jean
97,The Grey Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",98,26,264,532,"['Fairy tales', 'Folklore']",4,17,0.2653061224489796,0.03996490199420786,0.035880837093703793,Bassa,Neangir
98,The Library,Andrew Lang,1844,1912,59,"['Book collecting', 'Books']",562,150,1438,2636,"['Books', 'Book collecting']",-1,17,0.2669039145907473,0.013221144345960622,0.01219170832610917,Stothard,Blake
99,The Lilac Fairy Book,Andrew Lang,1844,1912,198,"['Fairy tales', 'Folklore']",161,31,307,789,"['Fairy tales', 'Folklore']",4,17,0.19254658385093168,0.05062050340053906,0.03442705528610677,Arthur,Walter
100,The Making of Religion,Andrew Lang,1844,1912,54,"['Religion', 'Religion -- History', 'Spiritualism']",577,89,1828,2549,"['Religion', 'History', 'Spiritualism']",0,17,0.15424610051993068,0.03059282602910592,0.01930309926335799,Tylor,Spencer
101,The Mark Of Cain,Andrew Lang,1844,1912,40,['Fiction'],188,8,538,1175,['Fiction'],27,17,0.0425531914893617,0.11642283286647162,0.1109314271470111,Maitland,Barton
102,The Orange Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",98,21,192,501,"['Fairy tales', 'Folklore']",4,17,0.21428571428571427,0.062244873833796587,0.060390235186222524,Makoma,Ian
103,The Pink Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",73,20,136,477,"['Fairy tales', 'Folklore']",4,17,0.273972602739726,0.05353073701321791,0.03789514761420116,Hans,Marie
104,The Puzzle of Dickens's Last Plot,Andrew Lang,1844,1912,21,"['Cathedrals in literature', 'Dickens, Charles, 1812-1870. Mystery of Edwin Drood', 'Murder in literature']",62,5,304,533,"['Cathedrals in literature', 'Murder in literature', 'Dickens, Charles, 1812-1870. Mystery of Edwin Drood']",-1,21,0.08064516129032258,0.2686311264099355,0.07274590563017432,Jasper,Dickens
105,The Red Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",115,20,261,564,"['Fairy tales', 'Folklore']",4,17,0.17391304347826086,0.09274728008626774,0.0387999469222392,Prince,Sigurd
106,The Valet's Tragedy and Other Stories,Andrew Lang,1844,1912,26,"['History', 'World history']",800,86,2028,3076,"['History', 'World history']",-1,17,0.1075,0.028454168338714985,0.023147269948961106,Shakespeare,Godfrey
107,The Violet Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",76,20,142,525,"['Fairy tales', 'Folklore']",4,17,0.2631578947368421,0.07328128538380632,0.03490403766423776,Petru,Jem
108,The Yellow Fairy Book,Andrew Lang,1844,1912,1902,"['Fairy tales', 'Folklore']",92,20,169,626,"['Fairy tales', 'Folklore']",4,21,0.21739130434782608,0.10521206158206514,0.030275098913032827,Prince,Martin
109,A Ride Across Palestine,Anthony Trollope,1815,1882,24,"['British -- Palestine -- Fiction', 'Disguise -- Fiction', 'Short stories', 'Travel -- Fiction']",14,3,55,118,"['Palestine', 'Short stories', 'Travel', 'British', 'Fiction', 'Disguise']",27,21,0.21428571428571427,0.26533455165178643,0.13029362725469212,Smith,Joseph
110,Aaron Trow,Anthony Trollope,1815,1882,65,"['Bermuda Islands -- Fiction', 'Prisoners -- Fiction', 'Short stories']",10,3,54,110,"['Prisoners', 'Short stories', 'Bermuda Islands', 'Fiction']",27,42,0.3,0.24069845834795364,0.16449090381881107,Morton,Aaron Trow
111,An Eye for an Eye,Anthony Trollope,1815,1882,60,"['Domestic fiction', 'Ireland -- Fiction', 'Man-woman relationships -- Fiction', 'Mothers and daughters -- Fiction', 'Revenge -- Fiction']",80,5,329,675,"['Domestic fiction', 'Man-woman relationships', 'Mothers and daughters', 'Ireland', 'Fiction', 'Revenge']",34,21,0.0625,0.187094793154342,0.13867169978590124,Neville,O'Hara
112,An Old Man's Love,Anthony Trollope,1815,1882,53,"['England -- Fiction', 'Guardian and ward -- Fiction', 'Love stories', 'Middle-aged men -- Fiction', 'Triangles (Interpersonal relations) -- Fiction']",65,5,243,443,"['England', 'Middle-aged men', 'Guardian and ward', 'Love stories', 'Fiction', 'Triangles (Interpersonal relations)']",34,21,0.07692307692307693,0.15423765854031418,0.13408823921082388,Whittlestaff,John Gordon
113,An Unprotected Female at the Pyramids,Anthony Trollope,1815,1882,33,"['Courtship -- Fiction', 'Egypt -- Fiction', 'Short stories', 'Travel -- Fiction']",19,3,92,116,"['Egypt', 'Travel', 'Courtship', 'Short stories', 'Fiction']",27,21,0.15789473684210525,0.2608788422889256,0.22736811161976064,Damer,Dawkins
114,Autobiography of Anthony Trollope,Anthony Trollope,1815,1882,460,"['Almshouses -- Fiction', 'Barsetshire (England: Imaginary place) -- Fiction', 'Clergy -- Fiction', 'Domestic fiction', 'Satire']",363,98,945,2098,"['Almshouses', 'Domestic fiction', 'Barsetshire (England: Imaginary place)', 'Clergy', 'Satire', 'Fiction']",34,17,0.2699724517906336,0.020916976283890464,0.015034352408703867,Thackeray,Dickens
115,Ayala's Angel,Anthony Trollope,1815,1882,44,"['Courtship -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction']",165,7,737,1087,"['England', '19th century', 'Social life and customs', 'Courtship', 'Fiction']",34,21,0.04242424242424243,0.16409166142112294,0.10112718714150158,Ayala,Tom
116,Barchester Towers,Anthony Trollope,1815,1882,48,"['Barchester (England : Imaginary place) -- Fiction', 'Barsetshire (England: Imaginary place) -- Fiction', 'Clergy -- Fiction', 'Domestic fiction']",231,9,870,1558,"['Domestic fiction', 'Clergy', 'Barchester (England : Imaginary place)', 'Barsetshire (England: Imaginary place)', 'Fiction']",34,21,0.03896103896103896,0.12159593309421408,0.07268340134807172,Slope,Eleanor
117,Can You Forgive Her_,Anthony Trollope,1815,1882,430,"['Great Britain -- Social life and customs -- 19th century -- Fiction', 'London (England) -- Fiction', 'Love stories', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'Political fiction']",244,7,933,1586,"['19th century', 'London (England)', 'Political fiction', 'Love stories', 'Great Britain', 'Social life and customs', 'Palliser, Plantagenet (Fictitious character)', 'Fiction']",34,21,0.028688524590163935,0.13254230068731807,0.1123333273916774,Alice,Palliser
118,Castle Richmond,Anthony Trollope,1815,1882,161,"['Great Britain -- Fiction', 'Historical fiction', 'Ireland -- Fiction', 'Love stories', 'Social classes -- Fiction']",191,7,739,1422,"['Historical fiction', 'Love stories', 'Great Britain', 'Ireland', 'Social classes', 'Fiction']",34,21,0.03664921465968586,0.13115871976062055,0.11635292916785105,Herbert,Owen
119,Cousin Henry,Anthony Trollope,1815,1882,53,"['Domestic fiction', 'Inheritance and succession -- Fiction', 'Wales -- Fiction']",50,5,230,302,"['Domestic fiction', 'Wales', 'Fiction', 'Inheritance and succession']",34,21,0.1,0.16491249273602385,0.1561271702518934,Henry,Apjohn
120,Doctor Thorne,Anthony Trollope,1815,1882,271,"['Barsetshire (England: Imaginary place) -- Fiction', 'Country life -- Fiction', 'Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Great Britain -- History -- 19th century -- Fiction', 'Inheritance and succession -- Fiction', 'Love stories', 'Nieces -- Fiction', 'Physicians -- Fiction']",177,6,757,1171,"['England', 'Domestic fiction', 'Country life', 'Inheritance and succession', 'Love stories', '19th century', 'Social life and customs', 'Great Britain', 'Nieces', 'History', 'Barsetshire (England: Imaginary place)', 'Physicians', 'Fiction']",34,21,0.03389830508474576,0.1754207910833774,0.12325589379526478,Mary,Frank
121,Dr. Wortle's School,Anthony Trollope,1815,1882,49,"['Americans -- England -- Fiction', 'Classicists -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Extortion -- Fiction', 'Married people -- Fiction', 'School principals -- Fiction']",78,7,350,714,"['England', 'Domestic fiction', 'Extortion', 'Classicists', 'Married people', 'School principals', 'Fiction', 'Americans']",34,21,0.08974358974358974,0.15654766680923743,0.10365737276051454,Peacocke,Wortle
122,Framley Parsonage,Anthony Trollope,1815,1882,224,"['Barsetshire (England: Imaginary place) -- Fiction', 'Clergy -- Fiction', 'Domestic fiction']",202,6,901,1432,"['Clergy', 'Domestic fiction', 'Barsetshire (England: Imaginary place)', 'Fiction']",34,21,0.0297029702970297,0.1369605166661364,0.12693640035592915,Lady Lufton,Robarts
123,George Walker At Suez,Anthony Trollope,1815,1882,20,"['British -- Egypt -- Fiction', 'Short stories']",11,3,42,108,"['Short stories', 'British', 'Fiction', 'Egypt']",27,35,0.2727272727272727,0.2416376598863211,0.2051893386243841,George,Mahmoud
124,Harry Heathcote of Gangoil,Anthony Trollope,1815,1882,32,"['Australia -- Fiction', 'Frontier and pioneer life -- Fiction']",44,5,270,253,"['Australia', 'Frontier and pioneer life', 'Fiction']",34,21,0.11363636363636363,0.20675468524209273,0.111201347233708,Harry,Medlicot
125,He Knew He Was Right,Anthony Trollope,1815,1882,201,"['Domestic fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Husbands -- Fiction', 'Married people -- Fiction', 'Psychological fiction']",285,9,1272,2041,"['England', 'Domestic fiction', 'Married people', 'Husbands', '19th century', 'Social life and customs', 'Psychological fiction', 'Fiction']",34,21,0.031578947368421054,0.10021605559591351,0.09283403633287095,Stanbury,Trevelyan
126,Hunting Sketches,Anthony Trollope,1815,1882,36,"['Essays', 'Fox hunting']",17,6,22,73,"['Essays', 'Fox hunting']",35,35,0.35294117647058826,0.11183387103601701,0.10789138699555975,Frolic Wood,Jones
127,Is He Popenjoy_,Anthony Trollope,1815,1882,37,"['Domestic fiction', 'Inheritance and succession -- Fiction']",190,11,784,1348,"['Domestic fiction', 'Fiction', 'Inheritance and succession']",34,21,0.05789473684210526,0.13460570681902345,0.094553526198099,George,Marquis
128,John Bull on the Guadalquivir from Tales from all Countries,Anthony Trollope,1815,1882,13,"['British -- Spain -- Fiction', 'Courtship -- Fiction', 'Short stories']",12,3,66,117,"['Courtship', 'Spain', 'Short stories', 'British', 'Fiction']",27,11,0.25,0.25424646701738873,0.18428257352159436,Maria,John
129,John Caldigate,Anthony Trollope,1815,1882,79,"['Australia -- Fiction', 'England -- Fiction', 'Gold mines and mining -- Fiction']",163,11,767,1195,"['England', 'Australia', 'Gold mines and mining', 'Fiction']",34,21,0.06748466257668712,0.12342497281554736,0.0727232297254357,Caldigate,Bolton
130,Kept in the Dark,Anthony Trollope,1815,1882,41,"['Domestic fiction', 'England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Married people -- Fiction']",47,3,222,348,"['England', 'Domestic fiction', 'Married people', '19th century', 'Social life and customs', 'Fiction']",34,21,0.06382978723404255,0.1788403276128733,0.16917031516086262,Francis,Cecilia
131,La Mere Bauche from Tales of All Countries,Anthony Trollope,1815,1882,14,"['France -- Fiction', 'Mate selection -- Fiction', 'Short stories']",18,2,88,148,"['France', 'Mate selection', 'Short stories', 'Fiction']",27,21,0.1111111111111111,0.26472834685176194,0.24623466839912508,Marie,Bauche
132,Lady Anna,Anthony Trollope,1815,1882,26,"['Cumberland (England) -- Fiction', 'Domestic fiction', 'Inheritance and succession -- Fiction', 'Mothers and daughters -- Fiction']",92,5,431,750,"['Cumberland (England)', 'Domestic fiction', 'Inheritance and succession', 'Mothers and daughters', 'Fiction']",34,21,0.05434782608695652,0.24320007608866198,0.10553927821448336,Lady Anna,Daniel Thwaite
133,Life of Cicero Volume One,Anthony Trollope,1815,1882,16,"['Gramont, Philibert, comte de, 1621-1707', 'Great Britain -- Court and courtiers -- Early works to 1800', 'Great Britain -- History -- Charles II, 1660-1685']",377,25,1377,1968,"['Court and courtiers', 'Great Britain', 'Gramont, Philibert, comte de, 1621-1707', 'Charles II, 1660-1685', 'History', 'Early works to 1800']",-1,21,0.06631299734748011,0.20508421494546358,0.05010606047820509,Cicero,Pompey
134,Life of Cicero Volume Two,Anthony Trollope,1815,1882,16,"['Gramont, Philibert, comte de, 1621-1707', 'Great Britain -- Court and courtiers -- Early works to 1800', 'Great Britain -- History -- Charles II, 1660-1685']",431,17,1654,2178,"['Court and courtiers', 'Great Britain', 'Gramont, Philibert, comte de, 1621-1707', 'Charles II, 1660-1685', 'History', 'Early works to 1800']",-1,21,0.03944315545243619,0.2038842574113855,0.05781356587764912,Cicero,Antony
135,Linda Tressel,Anthony Trollope,1815,1882,15,['Germany -- Social life and customs -- 19th century -- Fiction'],36,3,187,121,"['19th century', 'Social life and customs', 'Germany', 'Fiction']",34,21,0.08333333333333333,0.2856318195369322,0.16734580762622933,Linda,Peter
136,Marion Fay,Anthony Trollope,1815,1882,33,"['England -- Fiction', 'Love stories', 'Male friendship -- Fiction', 'Quakers -- Fiction', 'Social classes -- Fiction']",201,10,892,1421,"['England', 'Love stories', 'Social classes', 'Male friendship', 'Quakers', 'Fiction']",34,21,0.04975124378109453,0.15235969206711045,0.07231809336309593,Roden,Crocker
137,Miss Mackenzie,Anthony Trollope,1815,1882,74,"['Courtship -- Fiction', 'England -- Fiction', 'Inheritance and succession -- Fiction', 'Love stories', 'Single women -- Fiction']",115,5,474,770,"['England', 'Inheritance and succession', 'Courtship', 'Love stories', 'Fiction', 'Single women']",34,21,0.043478260869565216,0.22909827654128292,0.09465062085579959,Mackenzie,John
138,"Miss Sarah Jack, of Spanish Town, Jamaica",Anthony Trollope,1815,1882,19,"['Courtship -- Fiction', 'Jamaica -- Fiction', 'Short stories']",19,3,85,126,"['Short stories', 'Jamaica', 'Fiction', 'Courtship']",27,21,0.15789473684210525,0.2554357512897054,0.23859261518376695,Marian,Maurice
139,Mr. Scarborough's Family,Anthony Trollope,1815,1882,44,"['Domestic fiction', 'Fathers and sons -- Fiction', 'Hertfordshire (England) -- Fiction', 'Inheritance and succession -- Fiction']",167,9,726,1093,"['Domestic fiction', 'Inheritance and succession', 'Fathers and sons', 'Hertfordshire (England)', 'Fiction']",34,21,0.05389221556886228,0.11208444061418152,0.10374251813405125,Mountjoy,Scarborough
140,Mrs. General Talboys,Anthony Trollope,1815,1882,14,"['British -- Italy -- Fiction', 'Man-woman relationships -- Fiction', 'Rome (Italy) -- Fiction', 'Short stories']",21,2,81,199,"['Rome (Italy)', 'Man-woman relationships', 'Short stories', 'British', 'Fiction', 'Italy']",27,21,0.09523809523809523,0.28346606247386547,0.2680457458891526,Mackinnon,Talboys
141,Nina Balatka,Anthony Trollope,1815,1882,57,"['Love stories', 'Prague (Czech Republic) -- Fiction']",74,5,326,616,"['Fiction', 'Love stories', 'Prague (Czech Republic)']",34,21,0.06756756756756757,0.2207708562163453,0.11900056174335254,Nina,Anton
142,North America Volume 1,Anthony Trollope,1815,1882,34,"['Canada -- Description and travel', 'Trollope, Anthony, 1815-1882 -- Travel -- North America', 'United States -- Description and travel', 'United States -- Politics and government -- 1861-1865']",182,46,332,902,"['United States', 'North America', 'Politics and government', 'Trollope, Anthony, 1815-1882', 'Canada', 'Travel', '1861-1865', 'Description and travel']",39,17,0.25274725274725274,0.03562938001198751,0.023413693236556864,Lincoln,Seward
143,North America Volume 2,Anthony Trollope,1815,1882,31,"['Canada -- Description and travel', 'Trollope, Anthony, 1815-1882 -- Travel -- North America', 'United States -- Description and travel', 'United States -- Politics and government -- 1861-1865']",174,38,414,1056,"['United States', 'North America', 'Politics and government', 'Trollope, Anthony, 1815-1882', 'Canada', 'Travel', '1861-1865', 'Description and travel']",39,17,0.21839080459770116,0.035462597102864146,0.03172428626487103,Cameron,Seward
144,Orley Farm,Anthony Trollope,1815,1882,211,"['Domestic fiction', 'England -- Fiction', 'Forgers -- Fiction', 'Inheritance and succession -- Fiction', 'Landowners -- Fiction', 'Mothers and sons -- Fiction']",229,9,1075,1691,"['England', 'Domestic fiction', 'Inheritance and succession', 'Landowners', 'Mothers and sons', 'Fiction', 'Forgers']",34,21,0.039301310043668124,0.12237078632670334,0.0780446734585379,Lady Mason,Furnival
145,Phineas Finn,Anthony Trollope,1815,1882,284,"['Dublin (Ireland) -- Fiction', 'Legislators -- Fiction', 'London (England) -- Fiction', 'Palliser, Plantagenet (Fictitious character) -- Fiction', 'Political fiction']",258,10,1133,1623,"['Dublin (Ireland)', 'Legislators', 'London (England)', 'Political fiction', 'Palliser, Plantagenet (Fictitious character)', 'Fiction']",34,21,0.03875968992248062,0.1923840055509498,0.09849400690379126,Phineas,Lady Laura
