name,author,year_birth,year_death,popularity,subjects_list
"Family Cares, Deep Waters, Part 7",William Wymark Jacobs,1863,1943,35,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Fine Feathers, Ship's Company, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"For Better or Worse, Ship's Company, Part 10",William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"Four Pigeons, Captains All, Book 7",William Wymark Jacobs,1863,1943,29,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Friends In Need, Ship's Company, Part 2",William Wymark Jacobs,1863,1943,64,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Good Intentions, Ship's Company, Part 3",William Wymark Jacobs,1863,1943,6,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"His Other Self, Night Watches, Part 10",William Wymark Jacobs,1863,1943,37,"['Humorous stories', 'Short stories']"
"Homeward Bound, Sailor's Knots, Part 2",William Wymark Jacobs,1863,1943,64,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Husbandry, Deep Waters, Part 6",William Wymark Jacobs,1863,1943,35,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"In The Library, The Lady of the Barge and Others, Part 6",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"Keeping Up Appearances, Sailor's Knots, Part 12",William Wymark Jacobs,1863,1943,13,"['Humorous stories', 'Short stories']"
"Keeping Watch, Night Watches, Part 2",William Wymark Jacobs,1863,1943,64,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Lady of the Barge, Lady of the Barge and Others, Part 1",William Wymark Jacobs,1863,1943,116,"['Criminal psychology', 'Swindlers and swindling']"
"Lawyer Quince, Odd Craft, Part 5",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
Light Freights,William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Made to Measure, Deep Waters, Part 3",William Wymark Jacobs,1863,1943,6,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Manners Makyth Man, Ship's Company, Part 12",William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
Many Cargoes,William Wymark Jacobs,1863,1943,41,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Matrimonial Openings, Sailor's Knots, Part 5",William Wymark Jacobs,1863,1943,13,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
More Cargoes,William Wymark Jacobs,1863,1943,19,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
Night Watches,William Wymark Jacobs,1863,1943,37,"['Humorous stories', 'Short stories']"
"Odd Charges, Odd Craft, Part 13",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
Odd Craft,William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Odd Man Out, Sailor's Knots, Part 6",William Wymark Jacobs,1863,1943,22,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"Over The Side, Captains All, Book 6",William Wymark Jacobs,1863,1943,202,['Snobs and snobbishness -- Humor']
"Paying Off, Deep Waters, Part 2",William Wymark Jacobs,1863,1943,64,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Peter's Pence, Sailor's Knots, Part 8",William Wymark Jacobs,1863,1943,13,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"Prize Money, Sailor's Knots, Part 10",William Wymark Jacobs,1863,1943,12,"['Humorous stories', 'Short stories']"
Salthaven,William Wymark Jacobs,1863,1943,26,"['Love stories', 'Ship captains -- Fiction']"
"Sam's Ghost, Deep Waters, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
Sea Urchins,William Wymark Jacobs,1863,1943,30,"['Humorous stories, English', 'Sailors -- Fiction', 'Seafaring life -- Fiction']"
"Self-Help, Sailor's Knots, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Sentence Deferred, Sailor's Knots, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"Shareholders, Deep Waters, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
Ship's Company,William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
Short Cruises,William Wymark Jacobs,1863,1943,4,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"Skilled Assistance, Ship's Company, Part 9",William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"Stepping Backwards, Night Watches, Part 5",William Wymark Jacobs,1863,1943,37,"['Humorous stories', 'Short stories']"
"Striking Hard, Deep Waters, Part 10",William Wymark Jacobs,1863,1943,35,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Bequest, Ship's Company, Part 6",William Wymark Jacobs,1863,1943,8,"['Fiction', 'Short stories']"
"The Boatswain's Mate, Captains All, Book 2",William Wymark Jacobs,1863,1943,202,['Snobs and snobbishness -- Humor']
"The Castaway, Odd Craft, Part 2",William Wymark Jacobs,1863,1943,64,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"The Changing Numbers, Odd Craft, Part 8",William Wymark Jacobs,1863,1943,17,['Science fiction']
"The Constable's Move, Captains All, Book 4",William Wymark Jacobs,1863,1943,202,['Snobs and snobbishness -- Humor']
"The Convert, Deep Waters, Part 5",William Wymark Jacobs,1863,1943,9,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Guardian Angel, Ship's Company, Part 7",William Wymark Jacobs,1863,1943,8,"['Fiction', 'Short stories']"
"The Head of The Family, Sailor's Knots, Part 9",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
The Lady of the Barge,William Wymark Jacobs,1863,1943,12,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'River life -- Fiction']"
"The Madness of Mr. Lister, Captains All, Book 9",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The Money Box, Odd Craft, Part 1",William Wymark Jacobs,1863,1943,40,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"The Monkey's Paw, The Lady of the Barge and Others, Part 2",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The Nest Egg, Captains All, Book 3",William Wymark Jacobs,1863,1943,202,['Snobs and snobbishness -- Humor']
"The Old Man of the Sea, Ship's Company, Part 11",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The Persecution of Bob Pretty, Odd Craft, Part 9",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The Skipper’s Wooing, and The Brown Man’s Servant",William Wymark Jacobs,1863,1943,251,"[""Children\\'s stories"", 'Fairy tales']"
"The Substitute, Deep Waters, Part 9",William Wymark Jacobs,1863,1943,9,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Temptation of Samuel Burge, Captains All, Book 8",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The Third String, Odd Craft, Part 12",William Wymark Jacobs,1863,1943,56,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Three Sisters, Night Watches, Part 6",William Wymark Jacobs,1863,1943,97,"['Bible. Apocrypha. Bel and the Dragon -- Criticism, interpretation, etc.', 'Bible. Apocrypha. History of Susanna -- Criticism, interpretation, etc.', 'Bible. Apocrypha. Song of the Three Children -- Criticism, interpretation, etc.', 'Bible. Daniel -- Criticism, interpretation, etc.']"
"The Toll-House, Sailor's Knots, Part 7",William Wymark Jacobs,1863,1943,9,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Understudy, Night Watches, Part 3",William Wymark Jacobs,1863,1943,6,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"The Unknown, Night Watches, Part 7",William Wymark Jacobs,1863,1943,9,"['England -- Social life and customs -- Fiction', 'Humorous stories, English', 'Sailors -- Fiction']"
"The Vigil, Night Watches, Part 8",William Wymark Jacobs,1863,1943,13,"['Louisbourg (N.S.) -- History -- Siege, 1745', 'Louisbourg (N.S.) -- History -- Siege, 1758']"
"The Weaker Vessel, Night Watches, Part 4",William Wymark Jacobs,1863,1943,13,"['Generals -- United States -- Biography', 'Sherman, William T. (William Tecumseh), 1820-1891', 'United States -- History -- Civil War, 1861-1865 -- Campaigns', 'United States -- History -- Civil War, 1861-1865 -- Personal narratives', 'United States. Army -- Biography']"
"The Well, The Lady of the Barge and Others, Part 4",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"The White Cat, Captains All, Book 10",William Wymark Jacobs,1863,1943,202,['Snobs and snobbishness -- Humor']
"Three at Table, The Lady of the Barge and Others, Part 12",William Wymark Jacobs,1863,1943,151,['American literature -- History and criticism']
"Watch-Dogs, Ship's Company, Part 5",William Wymark Jacobs,1863,1943,24,"['England -- Social life and customs -- Fiction', 'Humorous stories, English']"
"A Modern Chronicle, Complete",Winston Churchill,1871,1947,36,"['Marriage -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction', 'Women -- Social conditions -- 20th century -- Fiction']"
A Traveller in War-Time,Winston Churchill,1871,1947,33,"['World War, 1914-1918 -- Personal narratives']"
"Richard Carvel, Complete",Winston Churchill,1871,1947,94,"['Maryland -- History -- Fiction', 'United States -- History -- Revolution, 1775-1783 -- Fiction']"
"The Celebrity, Complete",Winston Churchill,1871,1947,32,"['Authors -- Fiction', 'Authorship -- Fiction', 'Celebrities -- Fiction']"
"The Crisis, Complete",Winston Churchill,1871,1947,132,"['United States -- History -- Civil War, 1861-1865 -- Fiction']"
The Crossing,Winston Churchill,1871,1947,82,"['Clark, George Rogers, 1752-1818 -- Fiction', 'Frontier and pioneer life -- Fiction', 'Historical fiction', 'Kentucky -- Fiction', 'Louisiana -- Fiction', 'Northwest, Old -- History -- Revolution, 1775-1783 -- Fiction']"
"The Dwelling Place of Light, Complete",Winston Churchill,1871,1947,206,['American fiction']
"The Inside of the Cup, Complete",Winston Churchill,1871,1947,52,"['Attitude change -- Fiction', 'Christian ethics -- Fiction', 'Christian life -- Fiction', 'Conscience -- Religious aspects -- Fiction']"
Betty Zane,Zane Grey,1872,1939,98,"['Biographical fiction', 'Fort Henry (W. Va.) -- Fiction', 'Frontier and pioneer life -- Fiction', 'Historical fiction', 'Indians of North America -- Wars -- 1750-1815 -- Fiction', 'Ohio River Valley -- Fiction', 'Wetzel, Lewis, 1763-1808 -- Fiction', 'Women pioneers -- Fiction', 'Zane, Betty -- Fiction']"
